id,gender,customer_type,age,type_of_travel,class,flight_distance,inflight_wifi_service,departure_arrival_time_convenient,ease_of_online_booking,gate_location,food_and_drink,online_boarding,seat_comfort,inflight_entertainment,onboard_service,leg_room_service,baggage_handling,checkin_service,inflight_service,cleanliness,departure_delay,arrival_delay,satisfaction,satisfied_or_no
98147,Female,"Loyal Customer",52,"Business travel",Business,562,3,3,3,3,5,5,4,5,5,4,5,3,5,3,26,21,"satisfied",1
97689,Female,"disloyal Customer",27,"Business travel","Eco Plus",491,3,3,3,4,1,3,1,1,4,5,3,3,4,1,15,11,"neutral or dissatisfied",0
20805,Male,"disloyal Customer",50,"Business travel",Eco,534,2,3,2,4,5,2,5,5,1,5,4,1,3,5,0,0,"neutral or dissatisfied",0
30441,Male,"Loyal Customer",58,"Business travel",Business,3783,5,5,3,5,4,5,4,3,3,3,3,4,3,5,0,13,"satisfied",1
62128,Female,"Loyal Customer",25,"Business travel",Business,2454,1,1,5,1,5,5,5,5,4,3,3,5,5,5,0,0,"satisfied",1
50959,Male,"Loyal Customer",70,"Personal Travel",Eco,373,3,4,3,3,1,3,1,1,1,4,4,2,4,1,0,0,"neutral or dissatisfied",0
3920,Male,"Loyal Customer",9,"Personal Travel",Eco,213,1,5,1,1,5,1,5,5,4,5,5,3,4,5,0,0,"neutral or dissatisfied",0
22989,Female,"Loyal Customer",62,"Personal Travel",Eco,817,5,1,5,4,4,3,4,2,2,5,2,2,2,3,0,0,"satisfied",1
111036,Male,"disloyal Customer",72,"Business travel",Eco,319,3,2,3,3,4,3,4,4,4,3,3,3,3,4,14,4,"neutral or dissatisfied",0
34805,Male,"Loyal Customer",13,"Personal Travel",Eco,301,1,4,1,3,4,1,4,4,1,1,4,2,3,4,0,0,"neutral or dissatisfied",0
68068,Female,"Loyal Customer",23,"Business travel",Business,813,1,1,4,1,5,5,5,5,3,3,4,4,4,5,0,0,"satisfied",1
117139,Male,"Loyal Customer",29,"Personal Travel",Eco,370,3,5,4,2,1,4,1,1,4,2,5,3,3,1,9,0,"neutral or dissatisfied",0
118651,Female,"Loyal Customer",46,"Business travel",Eco,368,2,5,5,5,3,4,4,2,2,2,2,3,2,4,2,7,"neutral or dissatisfied",0
16985,Male,"Loyal Customer",40,"Business travel",Eco,610,4,4,5,4,4,4,4,4,2,2,4,3,1,4,27,47,"satisfied",1
85072,Male,"Loyal Customer",23,"Business travel",Business,3801,3,3,3,3,5,5,5,5,4,5,5,5,5,5,0,0,"satisfied",1
15670,Male,"Loyal Customer",45,"Business travel",Eco,617,4,2,2,2,4,4,4,4,5,1,4,3,2,4,0,0,"satisfied",1
68137,Male,"Loyal Customer",54,"Business travel","Eco Plus",813,1,1,5,1,1,1,1,1,1,1,3,2,4,1,7,4,"neutral or dissatisfied",0
123164,Female,"Loyal Customer",54,"Business travel",Business,468,1,1,1,1,2,1,1,3,3,5,3,2,3,5,1,12,"satisfied",1
36845,Male,"Loyal Customer",35,"Personal Travel",Eco,369,5,4,5,2,5,5,4,5,3,1,5,3,5,5,0,0,"satisfied",1
17451,Male,"Loyal Customer",60,"Business travel","Eco Plus",351,5,4,4,4,5,5,5,5,3,5,5,1,4,5,0,0,"satisfied",1
45594,Female,"disloyal Customer",62,"Business travel",Eco,313,2,0,2,3,3,2,3,3,5,4,2,2,2,3,0,21,"neutral or dissatisfied",0
123709,Female,"Loyal Customer",59,"Personal Travel",Eco,214,4,1,0,4,3,4,4,1,1,0,1,2,1,1,0,0,"neutral or dissatisfied",0
118741,Male,"Loyal Customer",54,"Personal Travel",Eco,304,3,4,3,1,3,3,3,3,4,2,5,4,5,3,13,6,"neutral or dissatisfied",0
46265,Male,"Loyal Customer",28,"Personal Travel",Eco,594,1,4,1,4,4,1,3,4,3,1,2,1,4,4,36,52,"neutral or dissatisfied",0
103439,Female,"Loyal Customer",56,"Business travel",Business,393,3,1,1,1,5,4,3,3,3,3,3,1,3,3,14,17,"neutral or dissatisfied",0
117757,Male,"Loyal Customer",21,"Business travel",Business,1670,3,2,2,2,3,3,3,3,1,1,3,2,4,3,125,128,"neutral or dissatisfied",0
23043,Female,"Loyal Customer",44,"Business travel",Eco,833,5,4,4,4,2,1,2,5,5,5,5,5,5,5,0,0,"satisfied",1
45009,Female,"Loyal Customer",27,"Personal Travel",Eco,118,2,4,2,1,5,2,3,5,1,4,1,4,3,5,0,0,"neutral or dissatisfied",0
10869,Male,"Loyal Customer",37,"Business travel",Eco,316,2,5,2,5,2,2,2,2,3,4,2,2,2,2,55,48,"neutral or dissatisfied",0
113642,Male,"Loyal Customer",34,"Personal Travel",Eco,223,2,5,2,3,3,2,3,3,4,2,4,4,4,3,32,46,"neutral or dissatisfied",0
36913,Female,"disloyal Customer",19,"Business travel",Eco,740,3,3,3,3,3,3,3,3,5,3,1,4,5,3,0,0,"neutral or dissatisfied",0
9209,Female,"Loyal Customer",65,"Personal Travel",Business,100,2,3,2,1,2,5,1,2,2,2,4,2,2,4,0,0,"neutral or dissatisfied",0
110354,Female,"Loyal Customer",60,"Business travel",Business,3207,3,3,3,3,2,5,4,5,5,5,5,4,5,5,102,97,"satisfied",1
102344,Female,"Loyal Customer",54,"Business travel",Business,236,2,3,4,3,4,3,3,2,2,2,2,1,2,3,3,0,"neutral or dissatisfied",0
66245,Female,"Loyal Customer",10,"Personal Travel",Eco,550,2,4,3,3,4,3,4,4,3,5,4,3,4,4,18,13,"neutral or dissatisfied",0
2852,Female,"Loyal Customer",54,"Business travel",Business,491,4,2,2,2,5,3,3,4,4,4,4,3,4,1,13,29,"neutral or dissatisfied",0
125304,Female,"Loyal Customer",17,"Business travel",Business,3892,2,2,2,2,2,2,2,2,1,4,3,2,3,2,1,0,"neutral or dissatisfied",0
94889,Female,"Loyal Customer",51,"Business travel",Eco,562,5,3,4,4,5,3,2,5,5,5,5,5,5,1,12,11,"satisfied",1
119911,Female,"Loyal Customer",50,"Business travel",Business,1009,5,5,5,5,3,5,4,5,5,5,5,3,5,3,0,0,"satisfied",1
129586,Male,"Loyal Customer",58,"Business travel",Business,2068,2,2,2,2,3,2,2,2,2,3,2,4,2,4,0,0,"neutral or dissatisfied",0
58194,Female,"Loyal Customer",30,"Business travel",Business,3923,3,3,3,3,3,3,3,3,1,4,4,2,3,3,1,0,"neutral or dissatisfied",0
78323,Male,"Loyal Customer",56,"Business travel",Business,1547,2,2,2,2,3,4,4,2,2,2,2,4,2,5,34,18,"satisfied",1
51948,Male,"disloyal Customer",30,"Business travel",Business,347,3,3,3,3,4,3,4,4,4,1,3,1,3,4,0,0,"neutral or dissatisfied",0
50288,Female,"Loyal Customer",47,"Business travel",Eco,199,3,4,4,4,3,3,3,3,3,3,3,1,3,4,0,0,"neutral or dissatisfied",0
9685,Male,"disloyal Customer",22,"Business travel",Eco,212,1,4,1,4,5,1,5,5,4,1,4,4,4,5,9,11,"neutral or dissatisfied",0
90835,Male,"disloyal Customer",48,"Business travel",Business,223,1,1,1,1,5,1,5,5,4,2,4,3,4,5,0,5,"neutral or dissatisfied",0
29806,Female,"disloyal Customer",27,"Business travel",Eco,539,2,5,2,3,5,2,5,5,2,5,3,1,5,5,0,0,"neutral or dissatisfied",0
127821,Male,"Loyal Customer",60,"Personal Travel",Eco,1262,1,4,1,1,5,1,5,5,3,3,4,4,4,5,0,0,"neutral or dissatisfied",0
100724,Female,"Loyal Customer",40,"Business travel",Business,3984,2,2,2,2,5,5,4,5,5,5,5,5,5,3,12,4,"satisfied",1
104066,Male,"Loyal Customer",30,"Business travel","Eco Plus",1044,4,4,4,4,4,4,4,4,2,3,4,1,3,4,15,12,"neutral or dissatisfied",0
45221,Male,"Loyal Customer",24,"Business travel",Business,3090,3,1,1,1,3,3,3,3,1,1,1,5,1,3,10,4,"neutral or dissatisfied",0
96106,Male,"Loyal Customer",66,"Personal Travel",Eco,1235,0,5,0,4,4,0,4,4,5,5,3,4,5,4,0,0,"satisfied",1
5168,Female,"Loyal Customer",56,"Business travel",Business,383,3,3,3,3,2,2,3,3,3,2,3,3,3,1,0,0,"neutral or dissatisfied",0
85301,Female,"Loyal Customer",70,"Personal Travel",Eco,874,1,2,1,3,1,2,3,2,2,1,3,3,2,4,0,12,"neutral or dissatisfied",0
27576,Male,"Loyal Customer",55,"Personal Travel",Eco,697,2,5,2,1,2,2,2,2,5,5,5,4,4,2,0,0,"neutral or dissatisfied",0
10806,Female,"Loyal Customer",17,"Business travel",Business,312,1,4,4,4,1,1,1,1,4,5,4,4,4,1,29,29,"neutral or dissatisfied",0
82950,Male,"Loyal Customer",46,"Business travel",Business,1084,2,1,1,1,3,4,4,2,2,2,2,1,2,4,0,0,"neutral or dissatisfied",0
68820,Male,"Loyal Customer",24,"Business travel",Business,861,1,1,1,1,2,2,2,2,4,2,5,4,5,2,0,0,"satisfied",1
41932,Female,"Loyal Customer",59,"Personal Travel",Eco,129,2,4,0,1,3,5,5,2,2,0,2,3,2,4,0,3,"neutral or dissatisfied",0
94120,Male,"Loyal Customer",18,"Personal Travel",Business,189,3,4,3,2,3,3,3,3,2,5,4,2,1,3,1,2,"neutral or dissatisfied",0
19301,Female,"Loyal Customer",55,"Personal Travel",Eco,299,1,5,3,1,3,3,3,4,4,5,5,3,3,3,136,156,"neutral or dissatisfied",0
17606,Male,"Loyal Customer",46,"Business travel",Eco,196,5,2,2,2,5,5,5,5,1,5,3,3,4,5,0,0,"satisfied",1
17961,Male,"Loyal Customer",26,"Personal Travel",Eco,460,5,5,5,2,5,5,4,5,4,3,5,5,5,5,0,0,"satisfied",1
28871,Female,"disloyal Customer",22,"Business travel",Eco,605,0,0,0,1,4,0,4,4,2,3,5,1,3,4,0,0,"satisfied",1
56733,Male,"Loyal Customer",62,"Personal Travel",Eco,937,2,5,2,5,5,2,5,5,3,2,5,4,4,5,0,0,"neutral or dissatisfied",0
59118,Male,"Loyal Customer",20,"Personal Travel",Eco,1846,4,4,4,4,4,4,4,4,3,1,2,2,3,4,40,46,"neutral or dissatisfied",0
90580,Male,"disloyal Customer",28,"Business travel",Business,404,0,1,1,2,4,1,4,4,3,2,4,5,4,4,31,20,"satisfied",1
104013,Female,"Loyal Customer",57,"Personal Travel",Eco,1334,1,5,1,4,2,5,4,3,3,1,3,5,3,4,3,0,"neutral or dissatisfied",0
58434,Female,"Loyal Customer",9,"Personal Travel",Eco,473,1,5,1,3,1,1,1,1,1,5,5,5,2,1,14,5,"neutral or dissatisfied",0
62768,Female,"Loyal Customer",29,"Business travel",Business,2486,2,2,2,2,2,2,2,2,3,1,2,2,3,2,0,14,"neutral or dissatisfied",0
37157,Male,"Loyal Customer",54,"Business travel",Business,1797,3,3,3,3,5,4,2,4,4,4,4,2,4,4,60,55,"satisfied",1
43179,Female,"Loyal Customer",48,"Business travel",Eco,282,4,4,4,4,1,1,2,4,4,4,4,3,4,4,64,69,"satisfied",1
104829,Female,"disloyal Customer",47,"Business travel",Business,472,4,4,4,1,3,4,3,3,5,5,5,3,5,3,11,0,"satisfied",1
53842,Female,"Loyal Customer",40,"Business travel",Eco,191,4,5,4,4,4,4,4,4,1,5,3,3,3,4,8,0,"satisfied",1
16606,Female,"disloyal Customer",28,"Business travel",Eco,1008,3,2,2,3,1,2,1,1,5,3,3,4,2,1,0,0,"neutral or dissatisfied",0
126600,Male,"Loyal Customer",27,"Business travel",Business,1337,5,5,1,5,5,5,5,5,5,5,4,5,4,5,0,0,"satisfied",1
74144,Male,"Loyal Customer",59,"Business travel",Business,592,4,4,4,4,2,5,5,4,4,4,4,5,4,3,0,0,"satisfied",1
8920,Male,"Loyal Customer",28,"Business travel",Eco,661,3,3,1,3,3,3,3,3,1,3,3,3,3,3,35,59,"neutral or dissatisfied",0
106271,Female,"Loyal Customer",41,"Business travel",Business,604,2,2,3,2,4,4,5,4,4,4,4,3,4,5,0,0,"satisfied",1
125172,Male,"Loyal Customer",51,"Personal Travel",Eco,1089,4,5,4,4,2,4,2,2,5,4,5,5,1,2,0,32,"neutral or dissatisfied",0
62313,Male,"Loyal Customer",55,"Business travel",Business,3660,3,1,1,1,3,3,4,3,3,3,3,3,3,4,0,0,"neutral or dissatisfied",0
46105,Male,"Loyal Customer",29,"Business travel",Business,1623,4,4,4,4,5,5,5,5,4,4,4,4,4,5,0,0,"satisfied",1
77477,Female,"disloyal Customer",35,"Business travel",Business,2125,4,4,4,1,2,4,2,2,4,5,5,4,5,2,3,3,"neutral or dissatisfied",0
59887,Male,"Loyal Customer",39,"Business travel",Business,1023,2,2,2,2,3,5,4,5,5,5,5,5,5,5,4,0,"satisfied",1
10298,Female,"disloyal Customer",49,"Business travel",Business,316,1,1,1,3,4,1,4,4,3,3,4,3,4,4,0,1,"neutral or dissatisfied",0
122646,Male,"Loyal Customer",53,"Business travel",Business,3648,2,1,4,4,3,2,2,2,2,2,2,4,2,2,42,25,"neutral or dissatisfied",0
119398,Male,"Loyal Customer",54,"Business travel",Business,2436,5,5,5,5,5,5,4,5,5,5,5,3,5,4,0,0,"satisfied",1
8223,Female,"Loyal Customer",44,"Personal Travel",Eco,402,0,4,0,4,3,4,5,2,2,0,2,4,2,4,0,0,"satisfied",1
514,Male,"Loyal Customer",41,"Business travel",Business,134,5,5,5,5,2,4,4,3,3,4,5,4,3,4,0,0,"satisfied",1
103577,Female,"Loyal Customer",35,"Personal Travel",Eco,689,1,4,1,2,1,1,1,1,4,4,5,3,4,1,0,1,"neutral or dissatisfied",0
80697,Male,"Loyal Customer",49,"Business travel",Business,3732,1,1,1,1,3,4,5,4,4,4,4,3,4,4,0,0,"satisfied",1
129555,Male,"Loyal Customer",65,"Personal Travel",Eco,2342,1,4,2,1,2,2,2,2,2,5,2,5,4,2,0,1,"neutral or dissatisfied",0
53107,Female,"Loyal Customer",39,"Business travel",Business,2065,2,1,1,1,5,4,4,2,2,2,2,2,2,1,0,0,"neutral or dissatisfied",0
75395,Male,"Loyal Customer",17,"Business travel",Business,2342,3,3,3,3,5,5,5,5,5,5,5,4,5,5,0,0,"satisfied",1
19580,Male,"Loyal Customer",37,"Personal Travel",Eco,173,3,4,3,3,3,3,3,3,4,2,3,1,3,3,93,99,"neutral or dissatisfied",0
77032,Male,"Loyal Customer",34,"Personal Travel",Eco,368,2,4,2,4,1,2,1,1,2,3,2,5,5,1,0,0,"neutral or dissatisfied",0
42198,Female,"Loyal Customer",49,"Business travel",Eco,748,5,1,1,1,2,4,5,4,4,5,4,4,4,5,49,49,"satisfied",1
6985,Female,"Loyal Customer",54,"Business travel",Business,1903,3,3,3,3,2,4,4,5,5,5,5,5,5,4,0,0,"satisfied",1
89822,Female,"disloyal Customer",20,"Business travel",Eco,1069,1,1,1,3,2,1,2,2,4,2,4,3,3,2,0,0,"neutral or dissatisfied",0
4380,Female,"Loyal Customer",52,"Business travel",Business,3894,1,1,1,1,3,1,5,5,5,5,3,1,5,2,0,50,"satisfied",1
108923,Female,"Loyal Customer",44,"Personal Travel",Eco,1183,4,5,4,3,2,5,4,5,5,4,2,3,5,5,5,0,"satisfied",1
76291,Female,"disloyal Customer",21,"Business travel",Eco,2677,3,3,3,2,3,1,1,1,3,4,3,1,4,1,0,17,"neutral or dissatisfied",0
87842,Female,"Loyal Customer",64,"Personal Travel",Eco,214,2,2,2,3,5,3,4,4,4,2,3,1,4,4,81,72,"neutral or dissatisfied",0
98703,Male,"Loyal Customer",49,"Personal Travel",Eco,861,1,4,1,4,3,1,3,3,5,3,5,4,4,3,0,44,"neutral or dissatisfied",0
80641,Male,"Loyal Customer",43,"Personal Travel",Eco,282,1,2,1,3,1,1,2,1,1,4,4,4,4,1,0,0,"neutral or dissatisfied",0
107586,Female,"Loyal Customer",45,"Business travel",Business,423,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,"neutral or dissatisfied",0
92882,Female,"Loyal Customer",57,"Business travel",Business,3259,2,5,2,2,4,5,4,4,4,4,5,4,4,4,0,0,"satisfied",1
45533,Male,"Loyal Customer",63,"Business travel",Eco,566,5,2,2,2,5,5,5,5,2,4,5,3,1,5,0,0,"satisfied",1
125911,Male,"Loyal Customer",62,"Personal Travel",Eco,1013,1,2,1,2,4,1,4,4,4,4,2,1,3,4,0,11,"neutral or dissatisfied",0
86568,Female,"Loyal Customer",61,"Business travel","Eco Plus",762,2,5,5,5,1,3,3,2,2,2,2,4,2,4,0,23,"neutral or dissatisfied",0
118847,Female,"disloyal Customer",18,"Business travel","Eco Plus",304,1,3,0,4,2,0,2,2,4,5,4,1,3,2,44,58,"neutral or dissatisfied",0
102099,Female,"Loyal Customer",46,"Business travel",Business,2961,3,3,3,3,4,4,4,5,3,4,5,4,4,4,416,407,"satisfied",1
88925,Female,"Loyal Customer",43,"Business travel",Business,2935,2,2,2,2,5,5,5,4,4,4,4,5,4,3,18,2,"satisfied",1
89716,Male,"Loyal Customer",56,"Personal Travel",Eco,1005,2,3,2,3,3,2,3,3,1,4,3,1,3,3,24,35,"neutral or dissatisfied",0
54873,Female,"Loyal Customer",39,"Business travel",Business,3207,1,1,1,1,2,3,3,4,4,4,4,2,4,4,3,0,"satisfied",1
4354,Female,"Loyal Customer",50,"Business travel",Business,2845,3,1,1,1,5,4,4,3,3,3,3,1,3,4,0,0,"neutral or dissatisfied",0
1609,Male,"Loyal Customer",42,"Business travel",Business,140,4,5,5,5,2,3,3,3,3,3,4,2,3,2,0,0,"neutral or dissatisfied",0
46669,Female,"Loyal Customer",40,"Business travel",Eco,251,4,2,2,2,4,4,4,4,1,3,3,3,3,4,0,7,"satisfied",1
2420,Female,"Loyal Customer",41,"Personal Travel",Eco,604,5,4,5,2,5,5,5,5,3,3,5,3,5,5,0,0,"satisfied",1
86676,Female,"disloyal Customer",25,"Business travel",Business,952,4,2,4,1,4,4,4,4,4,5,4,3,5,4,0,0,"satisfied",1
122412,Male,"disloyal Customer",23,"Business travel",Eco,1470,5,0,0,4,4,5,2,4,5,3,4,4,4,4,0,2,"satisfied",1
112547,Male,"disloyal Customer",17,"Business travel",Business,846,4,4,4,2,2,4,2,2,5,3,5,3,5,2,0,0,"satisfied",1
81539,Male,"Loyal Customer",10,"Personal Travel",Eco,1124,1,5,1,2,3,1,3,3,5,3,3,3,5,3,0,0,"neutral or dissatisfied",0
44355,Male,"Loyal Customer",37,"Business travel",Eco,596,4,4,4,4,4,5,4,4,3,5,3,2,4,4,0,0,"satisfied",1
55564,Male,"disloyal Customer",20,"Business travel",Eco,395,0,0,0,1,2,0,2,2,4,2,5,4,5,2,0,0,"satisfied",1
81036,Female,"Loyal Customer",59,"Business travel",Business,1399,4,4,4,4,4,5,4,3,3,3,3,4,3,3,2,3,"satisfied",1
62565,Female,"Loyal Customer",30,"Business travel",Business,1846,5,5,2,5,4,4,4,4,5,5,5,4,5,4,14,0,"satisfied",1
74322,Male,"Loyal Customer",36,"Business travel",Business,1464,2,2,2,2,5,5,5,4,4,4,4,5,4,5,0,0,"satisfied",1
67090,Female,"disloyal Customer",29,"Business travel",Business,1121,2,2,2,4,2,2,2,2,3,4,5,5,5,2,0,0,"neutral or dissatisfied",0
51430,Female,"Loyal Customer",59,"Personal Travel","Eco Plus",86,2,3,2,1,4,2,3,1,1,2,1,3,1,4,0,0,"neutral or dissatisfied",0
99815,Female,"Loyal Customer",68,"Personal Travel",Business,468,0,2,0,4,5,3,3,4,4,0,4,1,4,2,0,0,"satisfied",1
3643,Male,"Loyal Customer",61,"Business travel",Business,1961,1,1,1,1,4,5,4,4,4,4,4,3,4,3,102,97,"satisfied",1
97188,Female,"Loyal Customer",48,"Personal Travel",Eco,1129,4,4,4,1,4,4,4,3,3,4,2,5,3,4,0,0,"neutral or dissatisfied",0
38294,Male,"Loyal Customer",25,"Business travel",Business,2342,1,3,1,1,4,4,4,3,1,4,2,4,1,4,46,48,"satisfied",1
96883,Male,"Loyal Customer",8,"Personal Travel",Eco,781,3,5,3,3,5,3,5,5,5,3,5,5,5,5,1,0,"neutral or dissatisfied",0
31773,Male,"Loyal Customer",65,"Personal Travel",Eco,602,2,1,2,4,5,2,5,5,4,4,4,1,4,5,0,0,"neutral or dissatisfied",0
53367,Male,"Loyal Customer",26,"Business travel",Business,1452,2,5,5,5,2,2,2,2,2,4,4,2,4,2,0,15,"neutral or dissatisfied",0
5512,Male,"Loyal Customer",53,"Business travel",Business,431,4,2,2,2,1,3,4,4,4,4,4,2,4,1,6,11,"neutral or dissatisfied",0
22172,Female,"disloyal Customer",29,"Business travel",Eco,773,2,2,2,3,4,2,4,4,1,3,3,3,4,4,4,13,"neutral or dissatisfied",0
92685,Female,"disloyal Customer",30,"Business travel",Eco,507,2,4,2,4,4,2,4,4,2,1,3,3,3,4,0,0,"neutral or dissatisfied",0
81531,Female,"Loyal Customer",50,"Business travel",Business,2283,1,5,5,5,1,2,3,1,1,2,1,1,1,4,13,5,"neutral or dissatisfied",0
64202,Female,"Loyal Customer",31,"Business travel",Business,2436,1,1,3,1,1,1,1,1,4,4,3,1,4,1,0,0,"neutral or dissatisfied",0
64306,Female,"Loyal Customer",41,"Business travel",Business,2223,4,4,5,4,3,5,5,4,4,4,4,3,4,5,10,5,"satisfied",1
17380,Female,"Loyal Customer",44,"Business travel",Eco,533,2,1,3,3,5,4,3,2,2,2,2,2,2,2,58,54,"neutral or dissatisfied",0
33631,Female,"Loyal Customer",7,"Personal Travel",Eco,399,2,3,2,3,1,2,1,1,5,3,5,1,4,1,0,0,"neutral or dissatisfied",0
109499,Male,"Loyal Customer",59,"Business travel",Business,951,3,3,3,3,5,5,4,4,4,4,4,4,4,5,0,0,"satisfied",1
94745,Female,"Loyal Customer",53,"Business travel",Business,192,2,2,2,2,5,5,4,5,5,5,5,5,5,4,0,0,"satisfied",1
126484,Male,"Loyal Customer",43,"Business travel",Business,1849,4,4,5,4,1,3,4,4,4,4,4,3,4,4,2,0,"neutral or dissatisfied",0
90246,Male,"Loyal Customer",46,"Business travel",Business,721,2,5,5,5,4,3,4,2,2,2,2,2,2,3,39,29,"neutral or dissatisfied",0
109782,Male,"Loyal Customer",24,"Personal Travel",Business,1092,2,2,2,4,2,2,2,2,4,5,4,4,3,2,0,0,"neutral or dissatisfied",0
112610,Male,"Loyal Customer",39,"Business travel",Business,239,3,3,3,3,3,4,2,4,4,4,4,3,4,4,0,0,"satisfied",1
72338,Male,"disloyal Customer",37,"Business travel",Business,985,1,1,1,4,5,1,5,5,3,3,5,4,4,5,2,15,"neutral or dissatisfied",0
93939,Female,"Loyal Customer",40,"Business travel",Eco,107,3,3,3,3,3,4,3,3,4,4,4,2,4,3,58,43,"neutral or dissatisfied",0
126750,Male,"Loyal Customer",25,"Personal Travel",Eco,2521,3,2,3,4,4,3,4,4,1,5,4,3,4,4,0,18,"neutral or dissatisfied",0
36975,Female,"Loyal Customer",28,"Business travel",Eco,805,5,5,5,5,5,5,5,5,4,5,2,5,5,5,0,0,"satisfied",1
3017,Male,"Loyal Customer",44,"Business travel",Business,922,1,4,4,4,5,2,2,1,1,1,1,2,1,4,0,0,"neutral or dissatisfied",0
93973,Female,"disloyal Customer",21,"Business travel",Business,1218,3,2,3,2,4,3,4,4,3,1,3,2,2,4,57,35,"neutral or dissatisfied",0
69643,Male,"Loyal Customer",55,"Business travel",Business,2945,2,2,2,2,1,4,4,2,2,3,2,3,2,2,0,8,"neutral or dissatisfied",0
123218,Male,"Loyal Customer",17,"Personal Travel",Eco,328,3,2,3,3,5,3,1,5,4,3,4,1,4,5,0,0,"neutral or dissatisfied",0
122185,Male,"Loyal Customer",49,"Business travel",Business,541,4,4,4,4,5,4,5,3,3,4,3,5,3,5,0,0,"satisfied",1
16656,Male,"Loyal Customer",39,"Business travel",Eco,488,3,4,4,4,3,3,3,3,1,2,4,3,4,3,3,12,"neutral or dissatisfied",0
57284,Male,"Loyal Customer",38,"Personal Travel",Eco,628,4,5,4,5,5,4,5,5,5,3,4,3,4,5,0,0,"satisfied",1
114246,Male,"Loyal Customer",33,"Business travel",Business,948,1,1,1,1,4,4,4,4,5,3,5,3,5,4,0,0,"satisfied",1
84364,Female,"Loyal Customer",35,"Business travel",Business,606,1,1,1,1,4,4,5,5,5,5,5,5,5,5,0,0,"satisfied",1
53261,Male,"disloyal Customer",45,"Business travel",Business,901,3,3,3,2,4,3,1,4,5,5,5,4,4,4,0,0,"neutral or dissatisfied",0
69411,Female,"Loyal Customer",70,"Business travel",Business,2437,2,3,3,3,1,4,3,2,2,2,2,3,2,4,0,0,"neutral or dissatisfied",0
38637,Male,"Loyal Customer",30,"Business travel",Business,2611,3,3,2,3,4,4,4,4,5,3,4,3,4,4,11,0,"satisfied",1
125026,Female,"disloyal Customer",42,"Business travel","Eco Plus",184,3,3,3,3,5,3,5,5,1,4,5,4,1,5,0,0,"neutral or dissatisfied",0
41620,Female,"Loyal Customer",34,"Business travel","Eco Plus",1464,0,0,0,3,2,0,2,2,5,5,4,4,5,2,3,14,"satisfied",1
38761,Male,"Loyal Customer",24,"Business travel",Eco,354,4,4,2,4,4,4,3,4,3,1,1,1,2,4,0,0,"satisfied",1
3189,Male,"Loyal Customer",39,"Business travel",Business,185,2,3,3,3,4,3,4,3,3,3,2,2,3,2,105,101,"neutral or dissatisfied",0
26509,Male,"Loyal Customer",48,"Personal Travel",Eco,829,3,5,3,4,3,3,3,3,4,4,4,4,4,3,5,11,"neutral or dissatisfied",0
38521,Male,"Loyal Customer",44,"Business travel",Eco,2446,2,2,2,2,2,2,2,2,4,4,5,3,4,2,20,0,"satisfied",1
11753,Male,"Loyal Customer",31,"Business travel",Eco,395,2,1,1,1,2,2,2,2,3,5,2,3,3,2,5,7,"neutral or dissatisfied",0
45683,Female,"Loyal Customer",37,"Business travel",Business,2861,3,3,3,3,1,4,5,4,4,4,4,1,4,5,0,0,"satisfied",1
23806,Male,"Loyal Customer",80,"Business travel",Business,3247,1,5,1,1,1,1,5,4,4,4,4,2,4,5,50,37,"satisfied",1
73308,Male,"disloyal Customer",22,"Business travel",Eco,1005,5,4,4,1,4,4,5,4,3,3,4,5,5,4,0,0,"satisfied",1
17747,Male,"Loyal Customer",52,"Personal Travel",Eco,383,0,5,0,1,1,0,1,1,4,4,5,5,5,1,0,0,"satisfied",1
46329,Male,"Loyal Customer",59,"Personal Travel",Eco,420,3,3,5,3,1,5,1,1,2,5,3,3,3,1,5,29,"neutral or dissatisfied",0
27803,Male,"Loyal Customer",69,"Business travel",Business,1448,3,3,3,3,2,4,4,3,3,2,3,3,3,2,0,0,"neutral or dissatisfied",0
41993,Female,"Loyal Customer",44,"Business travel",Eco,106,5,4,4,4,5,1,3,5,5,5,5,2,5,1,0,0,"satisfied",1
20855,Female,"Loyal Customer",14,"Personal Travel",Eco,357,4,4,4,4,1,4,1,1,5,2,4,5,4,1,0,0,"neutral or dissatisfied",0
42032,Female,"Loyal Customer",54,"Business travel",Business,3968,3,3,3,3,2,4,1,5,5,5,5,5,5,5,0,0,"satisfied",1
42506,Female,"Loyal Customer",68,"Personal Travel",Eco,541,4,3,4,3,4,4,3,5,5,4,5,4,5,2,4,0,"neutral or dissatisfied",0
36484,Male,"disloyal Customer",35,"Business travel",Business,1121,4,4,4,4,5,4,5,5,3,5,3,2,3,5,10,16,"neutral or dissatisfied",0
33321,Male,"Loyal Customer",31,"Business travel",Eco,2409,5,1,1,1,5,5,5,5,3,5,5,2,2,5,0,0,"satisfied",1
49440,Female,"Loyal Customer",54,"Business travel",Eco,308,5,5,5,5,1,5,5,5,5,5,5,3,5,5,0,0,"satisfied",1
117775,Female,"Loyal Customer",47,"Business travel",Business,1891,3,3,3,3,2,3,4,4,4,4,4,4,4,5,0,0,"satisfied",1
98812,Male,"Loyal Customer",30,"Business travel",Business,763,4,4,4,4,2,2,2,2,5,5,4,5,5,2,15,8,"satisfied",1
